Size,Access_sale,E_access,E_funded_fee,E_revenue,E_payout,Leftover,prints,m
5000,14.0,14.000000000000002,10.520714285714288,24.520714285714288,7.062782848718253,17.457931436996034,True,0.7119666757492047
10000,29.0,29.0,21.041428571428575,50.041428571428575,14.125565697436507,35.91586287399207,True,0.7177225730621613
25000,74.0,74.0,52.60357142857143,126.60357142857143,35.31391424359127,91.28965718498016,True,0.721066997991324
50000,112.0,112.00000000000001,105.20714285714286,217.20714285714286,70.62782848718254,146.57931436996031,True,0.6748365290471389
100000,187.0,187.0,210.4142857142857,397.41428571428577,141.25565697436508,256.1586287399207,True,0.6445632126170763
200000,299.0,299.0,420.8285714285714,719.8285714285715,282.51131394873016,437.3172574798414,True,0.6075297297687722
