Product,Plan,Family,Refund,Phase1,Funded,P_pay,P_yr1,E_payout_100k,Avg_days,News
Verodus Instant,Instant,instant,none,0.22003333333333333,0.22003333333333333,0.22003333333333333,0.07059166666666666,848.4005172137765,27.240708333333334,True
Verodus 1-Step,1-Step,1-step,first,0.128225,0.09356666666666667,0.09356666666666667,0.027991666666666665,124.28717877015968,40.431758333333335,True
Verodus 2-Step Lite,2-Step Lite,2-step,first,0.2394166666666667,0.11071666666666667,0.11071666666666667,0.03625833333333333,138.05533127367298,49.523025000000004,True
Verodus 2-Step Pro,2-Step Pro,2-step,first,0.22623333333333337,0.12556666666666666,0.12556666666666666,0.036075,141.8115754413654,55.89523333333334,True
