Product,Profile,Reason,Share
FXIFY Instant Lite,Pro,p1_rule_violation,0.002
FXIFY Instant Lite,Semi-skilled,p1_time_abandon,0.162
FXIFY Instant Lite,Semi-skilled,p1_max_dd,0.418
FXIFY Instant Lite,Semi-skilled,post_m1,0.181
FXIFY Instant Lite,Semi-skilled,p1_rule_violation,0.009
FXIFY Instant Lite,Semi-skilled,post_m3,0.058
FXIFY Instant Lite,Semi-skilled,post_m12,0.036
FXIFY Instant Lite,Average,p1_max_dd,0.706
FXIFY Instant Lite,Average,p1_time_abandon,0.166
FXIFY Instant Lite,Average,post_m1,0.041
FXIFY Instant Lite,Average,p1_daily_dd,0.025
FXIFY Instant Lite,Average,post_m3,0.013
FXIFY Instant Lite,Average,post_m12,0.013
FXIFY Instant Lite,Average,p1_rule_violation,0.011
FXIFY Instant Lite,Aggressive,p1_daily_dd,0.955
FXIFY Instant Lite,Aggressive,p1_max_dd,0.042
FXIFY Instant Lite,Aggressive,p1_rule_violation,0.002
FXIFY Instant Lite,Aggressive,p1_time_abandon,0.001
FXIFY Instant Lite,Lottery,p1_daily_dd,0.637
FXIFY Instant Lite,Lottery,p1_max_dd,0.362
FXIFY Instant Lite,Lottery,p1_rule_violation,0.001
FXIFY Instant,Pro,p1_time_abandon,0.012
FXIFY Instant,Pro,post_m3,0.147
FXIFY Instant,Pro,post_m1,0.38
FXIFY Instant,Pro,post_m12,0.114
FXIFY Instant,Pro,p1_max_dd,0.025
FXIFY Instant,Pro,p1_rule_violation,0.001
FXIFY Instant,Semi-skilled,post_m1,0.39
FXIFY Instant,Semi-skilled,p1_max_dd,0.059
FXIFY Instant,Semi-skilled,post_m12,0.081
FXIFY Instant,Semi-skilled,post_m3,0.139
FXIFY Instant,Semi-skilled,p1_time_abandon,0.018
FXIFY Instant,Average,post_m3,0.121
FXIFY Instant,Average,post_m1,0.323
FXIFY Instant,Average,p1_max_dd,0.21
FXIFY Instant,Average,p1_time_abandon,0.041
FXIFY Instant,Average,post_m12,0.069
FXIFY Instant,Average,p1_rule_violation,0.002
FXIFY Instant,Aggressive,post_m12,0.018
FXIFY Instant,Aggressive,p1_max_dd,0.755
FXIFY Instant,Aggressive,post_m3,0.04
FXIFY Instant,Aggressive,post_m1,0.087
FXIFY Instant,Aggressive,p1_rule_violation,0.005
FXIFY Instant,Aggressive,p1_time_abandon,0.016
FXIFY Instant,Lottery,p1_max_dd,0.902
FXIFY Instant,Lottery,post_m3,0.013
FXIFY Instant,Lottery,post_m1,0.036
FXIFY Instant,Lottery,p1_time_abandon,0.007
FXIFY Instant,Lottery,post_m12,0.007
FXIFY Instant,Lottery,p1_rule_violation,0.007
IF Instant,Pro,post_m3,0.112
IF Instant,Pro,post_m1,0.302
IF Instant,Pro,p1_max_dd,0.14
IF Instant,Pro,post_m12,0.081
IF Instant,Pro,p1_time_abandon,0.069
IF Instant,Pro,p1_rule_violation,0.008
IF Instant,Semi-skilled,p1_time_abandon,0.095
IF Instant,Semi-skilled,post_m1,0.235
IF Instant,Semi-skilled,p1_max_dd,0.324
IF Instant,Semi-skilled,post_m12,0.067
IF Instant,Semi-skilled,post_m3,0.09
IF Instant,Semi-skilled,p1_rule_violation,0.008
IF Instant,Semi-skilled,p1_daily_dd,0.002
IF Instant,Average,p1_time_abandon,0.145
IF Instant,Average,p1_max_dd,0.679
IF Instant,Average,post_m1,0.058
IF Instant,Average,p1_daily_dd,0.042
IF Instant,Average,post_m3,0.021
IF Instant,Average,post_m12,0.014
IF Instant,Average,p1_rule_violation,0.003
IF Instant,Aggressive,p1_daily_dd,0.989
IF Instant,Aggressive,p1_max_dd,0.01
IF Instant,Aggressive,p1_rule_violation,0.001
IF Instant,Lottery,p1_daily_dd,0.807
IF Instant,Lottery,p1_max_dd,0.192
IF Instant,Lottery,p1_rule_violation,0.001
Fintokei ProTrader,Pro,p2_max_dd,0.071
Fintokei ProTrader,Pro,post_m3,0.115
Fintokei ProTrader,Pro,p1_max_dd,0.079
Fintokei ProTrader,Pro,funded_kyc_drop,0.094
Fintokei ProTrader,Pro,post_m12,0.072
Fintokei ProTrader,Pro,post_m1,0.248
Fintokei ProTrader,Pro,p1_time_abandon,0.054
Fintokei ProTrader,Pro,p2_time_abandon,0.025
Fintokei ProTrader,Pro,funded_max_dd,0.01
Fintokei ProTrader,Pro,p1_rule_violation,0.008
Fintokei ProTrader,Pro,funded_time_abandon,0.008
Fintokei ProTrader,Pro,p2_rule_violation,0.002
Fintokei ProTrader,Semi-skilled,p1_max_dd,0.3
Fintokei ProTrader,Semi-skilled,funded_max_dd,0.043
Fintokei ProTrader,Semi-skilled,p2_time_abandon,0.049
Fintokei ProTrader,Semi-skilled,post_m3,0.054
Fintokei ProTrader,Semi-skilled,post_m1,0.128
Fintokei ProTrader,Semi-skilled,p1_time_abandon,0.086
Fintokei ProTrader,Semi-skilled,p2_max_dd,0.113
Fintokei ProTrader,Semi-skilled,funded_kyc_drop,0.059
Fintokei ProTrader,Semi-skilled,p2_rule_violation,0.005
Fintokei ProTrader,Semi-skilled,post_m12,0.034
Fintokei ProTrader,Semi-skilled,funded_time_abandon,0.01
Fintokei ProTrader,Semi-skilled,p1_rule_violation,0.011
Fintokei ProTrader,Average,funded_rule_violation,0.001
Fintokei ProTrader,Average,p1_max_dd,0.658
Fintokei ProTrader,Average,p2_max_dd,0.11
Fintokei ProTrader,Average,p1_time_abandon,0.126
Fintokei ProTrader,Average,p2_time_abandon,0.024
Fintokei ProTrader,Average,post_m1,0.014
Fintokei ProTrader,Average,funded_max_dd,0.015
Fintokei ProTrader,Average,p1_rule_violation,0.015
Fintokei ProTrader,Average,post_m3,0.005
Fintokei ProTrader,Average,funded_time_abandon,0.002
Fintokei ProTrader,Average,p2_rule_violation,0.005
Fintokei ProTrader,Average,funded_kyc_drop,0.008
Fintokei ProTrader,Average,post_m12,0.006
Fintokei ProTrader,Average,p1_daily_dd,0.001
Fintokei ProTrader,Aggressive,p1_max_dd,0.033
Fintokei ProTrader,Aggressive,p1_daily_dd,0.961
Fintokei ProTrader,Aggressive,p2_daily_dd,0.005
Fintokei ProTrader,Aggressive,p2_max_dd,0.001
Fintokei ProTrader,Lottery,p1_daily_dd,0.917
Fintokei ProTrader,Lottery,p2_daily_dd,0.001
Fintokei ProTrader,Lottery,p1_max_dd,0.081
Fintokei ProTrader,Lottery,p1_rule_violation,0.001
Fintokei SwiftTrader,Pro,p1_time_abandon,0.094
Fintokei SwiftTrader,Pro,p1_max_dd,0.199
Fintokei SwiftTrader,Pro,post_m1,0.235
Fintokei SwiftTrader,Pro,funded_max_dd,0.028
Fintokei SwiftTrader,Pro,post_m3,0.1
Fintokei SwiftTrader,Pro,funded_kyc_drop,0.081
Fintokei SwiftTrader,Pro,funded_time_abandon,0.023
Fintokei SwiftTrader,Pro,post_m12,0.062
Fintokei SwiftTrader,Pro,p1_rule_violation,0.003
Fintokei SwiftTrader,Pro,funded_rule_violation,0.001
Fintokei SwiftTrader,Semi-skilled,p1_time_abandon,0.131
Fintokei SwiftTrader,Semi-skilled,post_m1,0.13
Fintokei SwiftTrader,Semi-skilled,funded_max_dd,0.054
Fintokei SwiftTrader,Semi-skilled,post_m3,0.052
Fintokei SwiftTrader,Semi-skilled,p1_max_dd,0.411
Fintokei SwiftTrader,Semi-skilled,post_m12,0.034
Fintokei SwiftTrader,Semi-skilled,p1_rule_violation,0.008
Fintokei SwiftTrader,Semi-skilled,funded_time_abandon,0.017
Fintokei SwiftTrader,Semi-skilled,funded_kyc_drop,0.05
Fintokei SwiftTrader,Average,p1_max_dd,0.758
Fintokei SwiftTrader,Average,p1_time_abandon,0.115
Fintokei SwiftTrader,Average,post_m3,0.008
Fintokei SwiftTrader,Average,post_m1,0.02
Fintokei SwiftTrader,Average,funded_max_dd,0.029
Fintokei SwiftTrader,Average,p1_rule_violation,0.009
Fintokei SwiftTrader,Average,funded_rule_violation,0.001
Fintokei SwiftTrader,Average,p1_daily_dd,0.015
Fintokei SwiftTrader,Average,funded_kyc_drop,0.016
Fintokei SwiftTrader,Average,funded_time_abandon,0.008
Fintokei SwiftTrader,Average,post_m12,0.003
Fintokei SwiftTrader,Aggressive,p1_daily_dd,0.746
Fintokei SwiftTrader,Aggressive,p1_max_dd,0.194
Fintokei SwiftTrader,Aggressive,p1_time_abandon,0.031
Fintokei SwiftTrader,Aggressive,funded_daily_dd,0.016
Fintokei SwiftTrader,Aggressive,p1_rule_violation,0.005
Fintokei SwiftTrader,Aggressive,funded_kyc_drop,0.001
Fintokei SwiftTrader,Aggressive,funded_max_dd,0.007
Fintokei SwiftTrader,Lottery,p1_max_dd,0.551
Fintokei SwiftTrader,Lottery,p1_daily_dd,0.447
Fintokei SwiftTrader,Lottery,funded_max_dd,0.001
Fintokei SwiftTrader,Lottery,funded_daily_dd,0.001
ForTraders 2-Step,Pro,post_m3,0.103
ForTraders 2-Step,Pro,post_m1,0.232
ForTraders 2-Step,Pro,funded_kyc_drop,0.102
ForTraders 2-Step,Pro,p2_max_dd,0.078
ForTraders 2-Step,Pro,p1_max_dd,0.121
ForTraders 2-Step,Pro,p1_time_abandon,0.05
ForTraders 2-Step,Pro,funded_max_dd,0.02
ForTraders 2-Step,Pro,funded_rule_violation,0.001
ForTraders 2-Step,Pro,post_m12,0.062
ForTraders 2-Step,Pro,p1_rule_violation,0.005
ForTraders 2-Step,Pro,p2_time_abandon,0.03
ForTraders 2-Step,Pro,funded_time_abandon,0.017
ForTraders 2-Step,Pro,p2_rule_violation,0.003
ForTraders 2-Step,Semi-skilled,post_m1,0.118
ForTraders 2-Step,Semi-skilled,post_m3,0.037
ForTraders 2-Step,Semi-skilled,p1_max_dd,0.342
ForTraders 2-Step,Semi-skilled,p1_time_abandon,0.091
ForTraders 2-Step,Semi-skilled,p2_max_dd,0.162
ForTraders 2-Step,Semi-skilled,p2_time_abandon,0.055
ForTraders 2-Step,Semi-skilled,funded_kyc_drop,0.045
ForTraders 2-Step,Semi-skilled,funded_max_dd,0.026
ForTraders 2-Step,Semi-skilled,p1_rule_violation,0.006
ForTraders 2-Step,Semi-skilled,p2_rule_violation,0.003
ForTraders 2-Step,Semi-skilled,funded_time_abandon,0.009
ForTraders 2-Step,Semi-skilled,post_m12,0.023
ForTraders 2-Step,Average,p1_max_dd,0.668
ForTraders 2-Step,Average,p2_max_dd,0.08
ForTraders 2-Step,Average,p1_time_abandon,0.14
ForTraders 2-Step,Average,p1_daily_dd,0.032
ForTraders 2-Step,Average,p2_rule_violation,0.002
ForTraders 2-Step,Average,funded_max_dd,0.016
ForTraders 2-Step,Average,post_m3,0.003
ForTraders 2-Step,Average,p1_rule_violation,0.011
ForTraders 2-Step,Average,funded_kyc_drop,0.007
ForTraders 2-Step,Average,p2_time_abandon,0.019
ForTraders 2-Step,Average,post_m1,0.011
ForTraders 2-Step,Average,post_m12,0.002
ForTraders 2-Step,Average,funded_time_abandon,0.002
ForTraders 2-Step,Aggressive,p1_daily_dd,0.892
ForTraders 2-Step,Aggressive,p2_daily_dd,0.008
ForTraders 2-Step,Aggressive,p1_max_dd,0.097
ForTraders 2-Step,Aggressive,p2_max_dd,0.001
ForTraders 2-Step,Aggressive,p1_rule_violation,0.002
ForTraders 2-Step,Lottery,p1_daily_dd,0.78
ForTraders 2-Step,Lottery,p1_max_dd,0.217
ForTraders 2-Step,Lottery,p1_rule_violation,0.001
ForTraders 2-Step,Lottery,p2_daily_dd,0.002
TFT Standard,Pro,p2_rule_violation,0.004
TFT Standard,Pro,post_m1,0.288
TFT Standard,Pro,p2_time_abandon,0.026
TFT Standard,Pro,post_m3,0.111
TFT Standard,Pro,post_m12,0.067
TFT Standard,Pro,funded_time_abandon,0.007
TFT Standard,Pro,p1_time_abandon,0.042
TFT Standard,Pro,funded_kyc_drop,0.076
TFT Standard,Pro,funded_max_dd,0.026
TFT Standard,Pro,p1_max_dd,0.069
TFT Standard,Pro,p2_max_dd,0.062
TFT Standard,Pro,p1_rule_violation,0.005
TFT Standard,Semi-skilled,p1_time_abandon,0.097
TFT Standard,Semi-skilled,p2_max_dd,0.143
TFT Standard,Semi-skilled,post_m12,0.032
TFT Standard,Semi-skilled,post_m3,0.058
TFT Standard,Semi-skilled,post_m1,0.141
TFT Standard,Semi-skilled,funded_kyc_drop,0.059
TFT Standard,Semi-skilled,p1_max_dd,0.264
TFT Standard,Semi-skilled,funded_max_dd,0.023
TFT Standard,Semi-skilled,p1_rule_violation,0.012
TFT Standard,Semi-skilled,p2_time_abandon,0.057
TFT Standard,Semi-skilled,funded_time_abandon,0.008
TFT Standard,Semi-skilled,p2_rule_violation,0.003
TFT Standard,Semi-skilled,funded_rule_violation,0.002
TFT Standard,Average,p1_max_dd,0.691
TFT Standard,Average,p1_time_abandon,0.126
TFT Standard,Average,p2_max_dd,0.094
TFT Standard,Average,funded_kyc_drop,0.006
TFT Standard,Average,post_m12,0.005
TFT Standard,Average,p1_daily_dd,0.01
TFT Standard,Average,funded_max_dd,0.01
TFT Standard,Average,post_m1,0.017
TFT Standard,Average,p1_rule_violation,0.01
TFT Standard,Average,p2_time_abandon,0.016
TFT Standard,Average,post_m3,0.004
TFT Standard,Average,p2_rule_violation,0.001
TFT Standard,Average,funded_time_abandon,0.003
TFT Standard,Aggressive,p1_daily_dd,0.955
TFT Standard,Aggressive,p1_max_dd,0.032
TFT Standard,Aggressive,p2_daily_dd,0.01
TFT Standard,Aggressive,p1_rule_violation,0.002
TFT Standard,Aggressive,p1_time_abandon,0.001
TFT Standard,Lottery,p1_daily_dd,0.915
TFT Standard,Lottery,p1_max_dd,0.084
TFT Standard,Lottery,p1_rule_violation,0.001
TFT Royal,Pro,post_m1,0.213
TFT Royal,Pro,p1_time_abandon,0.103
TFT Royal,Pro,funded_kyc_drop,0.091
TFT Royal,Pro,funded_max_dd,0.043
TFT Royal,Pro,post_m12,0.051
TFT Royal,Pro,post_m3,0.104
TFT Royal,Pro,p1_max_dd,0.191
TFT Royal,Pro,funded_rule_violation,0.002
TFT Royal,Pro,funded_time_abandon,0.014
TFT Royal,Pro,p1_rule_violation,0.008
TFT Royal,Semi-skilled,post_m12,0.032
TFT Royal,Semi-skilled,p1_max_dd,0.402
TFT Royal,Semi-skilled,funded_kyc_drop,0.055
TFT Royal,Semi-skilled,funded_max_dd,0.051
TFT Royal,Semi-skilled,post_m1,0.129
TFT Royal,Semi-skilled,post_m3,0.049
TFT Royal,Semi-skilled,p1_time_abandon,0.141
TFT Royal,Semi-skilled,funded_time_abandon,0.01
TFT Royal,Semi-skilled,p1_rule_violation,0.009
TFT Royal,Average,p1_max_dd,0.691
TFT Royal,Average,p1_time_abandon,0.148
TFT Royal,Average,post_m1,0.032
TFT Royal,Average,funded_max_dd,0.035
TFT Royal,Average,funded_kyc_drop,0.009
TFT Royal,Average,p1_daily_dd,0.029
TFT Royal,Average,post_m12,0.007
TFT Royal,Average,p1_rule_violation,0.012
TFT Royal,Average,funded_time_abandon,0.01
TFT Royal,Average,post_m3,0.009
TFT Royal,Average,funded_rule_violation,0.002
TFT Royal,Average,funded_daily_dd,0.001
TFT Royal,Aggressive,p1_daily_dd,0.745
TFT Royal,Aggressive,p1_max_dd,0.19
TFT Royal,Aggressive,p1_time_abandon,0.036
TFT Royal,Aggressive,funded_daily_dd,0.021
TFT Royal,Aggressive,funded_max_dd,0.004
TFT Royal,Aggressive,p1_rule_violation,0.003
TFT Royal,Aggressive,funded_kyc_drop,0.001
TFT Royal,Lottery,p1_max_dd,0.551
TFT Royal,Lottery,p1_daily_dd,0.421
TFT Royal,Lottery,funded_max_dd,0.008
TFT Royal,Lottery,funded_kyc_drop,0.005
TFT Royal,Lottery,funded_daily_dd,0.014
TFT Royal,Lottery,p1_rule_violation,0.001
CTI 2-Step,Pro,post_m3,0.118
CTI 2-Step,Pro,p1_max_dd,0.091
CTI 2-Step,Pro,post_m1,0.24
CTI 2-Step,Pro,p1_time_abandon,0.049
CTI 2-Step,Pro,p2_max_dd,0.072
CTI 2-Step,Pro,post_m12,0.061
CTI 2-Step,Pro,funded_kyc_drop,0.11
CTI 2-Step,Pro,funded_time_abandon,0.008
CTI 2-Step,Pro,funded_max_dd,0.02
CTI 2-Step,Pro,p2_time_abandon,0.029
CTI 2-Step,Pro,p2_rule_violation,0.003
CTI 2-Step,Semi-skilled,p2_max_dd,0.131
CTI 2-Step,Semi-skilled,p1_max_dd,0.312
CTI 2-Step,Semi-skilled,p1_time_abandon,0.133
CTI 2-Step,Semi-skilled,p2_time_abandon,0.046
CTI 2-Step,Semi-skilled,post_m1,0.112
CTI 2-Step,Semi-skilled,post_m3,0.048
CTI 2-Step,Semi-skilled,funded_kyc_drop,0.049
CTI 2-Step,Semi-skilled,post_m12,0.034
CTI 2-Step,Semi-skilled,funded_time_abandon,0.005
CTI 2-Step,Semi-skilled,p1_rule_violation,0.01
CTI 2-Step,Semi-skilled,funded_max_dd,0.02
CTI 2-Step,Semi-skilled,funded_rule_violation,0.002
CTI 2-Step,Semi-skilled,p2_rule_violation,0.004
CTI 2-Step,Average,p1_max_dd,0.733
CTI 2-Step,Average,p1_time_abandon,0.131
CTI 2-Step,Average,p2_max_dd,0.069
CTI 2-Step,Average,post_m12,0.003
CTI 2-Step,Average,funded_max_dd,0.014
CTI 2-Step,Average,post_m3,0.009
CTI 2-Step,Average,p2_time_abandon,0.016
CTI 2-Step,Average,p1_rule_violation,0.004
CTI 2-Step,Average,post_m1,0.007
CTI 2-Step,Average,p1_daily_dd,0.004
CTI 2-Step,Average,funded_kyc_drop,0.004
CTI 2-Step,Aggressive,p1_daily_dd,0.961
CTI 2-Step,Aggressive,p1_max_dd,0.033
CTI 2-Step,Aggressive,p2_daily_dd,0.004
CTI 2-Step,Aggressive,p1_time_abandon,0.002
CTI 2-Step,Lottery,p1_daily_dd,0.91
CTI 2-Step,Lottery,p1_max_dd,0.09
FundingTraders 2-Step,Pro,post_m1,0.273
FundingTraders 2-Step,Pro,post_m3,0.11
FundingTraders 2-Step,Pro,funded_kyc_drop,0.076
FundingTraders 2-Step,Pro,p1_max_dd,0.084
FundingTraders 2-Step,Pro,p2_time_abandon,0.034
FundingTraders 2-Step,Pro,post_m12,0.08
FundingTraders 2-Step,Pro,p2_max_dd,0.048
FundingTraders 2-Step,Pro,funded_max_dd,0.017
FundingTraders 2-Step,Pro,p1_time_abandon,0.041
FundingTraders 2-Step,Pro,funded_time_abandon,0.007
FundingTraders 2-Step,Pro,p2_rule_violation,0.004
FundingTraders 2-Step,Pro,p1_rule_violation,0.007
FundingTraders 2-Step,Semi-skilled,funded_time_abandon,0.008
FundingTraders 2-Step,Semi-skilled,post_m1,0.133
FundingTraders 2-Step,Semi-skilled,p2_max_dd,0.139
FundingTraders 2-Step,Semi-skilled,post_m3,0.047
FundingTraders 2-Step,Semi-skilled,p1_max_dd,0.268
FundingTraders 2-Step,Semi-skilled,funded_max_dd,0.021
FundingTraders 2-Step,Semi-skilled,post_m12,0.039
FundingTraders 2-Step,Semi-skilled,p1_time_abandon,0.1
FundingTraders 2-Step,Semi-skilled,funded_kyc_drop,0.07
FundingTraders 2-Step,Semi-skilled,p2_time_abandon,0.043
FundingTraders 2-Step,Semi-skilled,p1_rule_violation,0.011
FundingTraders 2-Step,Semi-skilled,p2_rule_violation,0.002
FundingTraders 2-Step,Average,p1_max_dd,0.7
FundingTraders 2-Step,Average,p2_max_dd,0.092
FundingTraders 2-Step,Average,post_m1,0.012
FundingTraders 2-Step,Average,funded_max_dd,0.007
FundingTraders 2-Step,Average,p1_time_abandon,0.126
FundingTraders 2-Step,Average,p2_time_abandon,0.025
FundingTraders 2-Step,Average,funded_kyc_drop,0.005
FundingTraders 2-Step,Average,p2_rule_violation,0.002
FundingTraders 2-Step,Average,post_m3,0.005
FundingTraders 2-Step,Average,p1_rule_violation,0.007
FundingTraders 2-Step,Average,p1_daily_dd,0.004
FundingTraders 2-Step,Average,funded_rule_violation,0.001
FundingTraders 2-Step,Average,post_m12,0.003
FundingTraders 2-Step,Aggressive,p1_daily_dd,0.959
FundingTraders 2-Step,Aggressive,p1_max_dd,0.032
FundingTraders 2-Step,Aggressive,p2_max_dd,0.002
FundingTraders 2-Step,Aggressive,p2_daily_dd,0.007
FundingTraders 2-Step,Lottery,p1_daily_dd,0.917
FundingTraders 2-Step,Lottery,p1_max_dd,0.08
FundingTraders 2-Step,Lottery,p2_daily_dd,0.002
FundingTraders 2-Step,Lottery,p1_rule_violation,0.001
BG 1-Step,Pro,post_m3,0.112
BG 1-Step,Pro,p1_time_abandon,0.073
BG 1-Step,Pro,funded_kyc_drop,0.097
BG 1-Step,Pro,post_m1,0.284
BG 1-Step,Pro,post_m12,0.071
BG 1-Step,Pro,funded_max_dd,0.029
BG 1-Step,Pro,p1_max_dd,0.111
BG 1-Step,Pro,funded_time_abandon,0.006
BG 1-Step,Pro,p1_rule_violation,0.003
BG 1-Step,Pro,funded_rule_violation,0.001
BG 1-Step,Semi-skilled,p1_max_dd,0.361
BG 1-Step,Semi-skilled,funded_max_dd,0.04
BG 1-Step,Semi-skilled,post_m1,0.154
BG 1-Step,Semi-skilled,p1_time_abandon,0.123
BG 1-Step,Semi-skilled,post_m3,0.076
BG 1-Step,Semi-skilled,funded_time_abandon,0.018
BG 1-Step,Semi-skilled,funded_kyc_drop,0.046
BG 1-Step,Semi-skilled,post_m12,0.036
BG 1-Step,Semi-skilled,p1_rule_violation,0.016
BG 1-Step,Semi-skilled,funded_rule_violation,0.002
BG 1-Step,Average,p1_time_abandon,0.15
BG 1-Step,Average,p1_max_dd,0.712
BG 1-Step,Average,funded_kyc_drop,0.013
BG 1-Step,Average,p1_daily_dd,0.024
BG 1-Step,Average,funded_time_abandon,0.007
BG 1-Step,Average,funded_max_dd,0.02
BG 1-Step,Average,post_m1,0.021
BG 1-Step,Average,p1_rule_violation,0.009
BG 1-Step,Average,post_m3,0.015
BG 1-Step,Average,post_m12,0.006
BG 1-Step,Average,funded_rule_violation,0.001
BG 1-Step,Aggressive,p1_daily_dd,0.866
BG 1-Step,Aggressive,funded_daily_dd,0.02
BG 1-Step,Aggressive,p1_max_dd,0.109
BG 1-Step,Aggressive,funded_kyc_drop,0.005
BG 1-Step,Lottery,p1_daily_dd,0.743
BG 1-Step,Lottery,p1_max_dd,0.235
BG 1-Step,Lottery,funded_daily_dd,0.01
BG 1-Step,Lottery,funded_max_dd,0.009
BG 1-Step,Lottery,p1_rule_violation,0.001
BG 1-Step,Lottery,funded_kyc_drop,0.002
BG 2-Step,Pro,p2_max_dd,0.066
BG 2-Step,Pro,post_m1,0.253
BG 2-Step,Pro,post_m12,0.061
BG 2-Step,Pro,post_m3,0.109
BG 2-Step,Pro,p1_time_abandon,0.061
BG 2-Step,Pro,funded_kyc_drop,0.104
BG 2-Step,Pro,p1_max_dd,0.088
BG 2-Step,Pro,p1_rule_violation,0.003
BG 2-Step,Pro,funded_max_dd,0.017
BG 2-Step,Pro,funded_time_abandon,0.007
BG 2-Step,Pro,p2_rule_violation,0.005
BG 2-Step,Pro,p2_time_abandon,0.029
BG 2-Step,Semi-skilled,p1_max_dd,0.309
BG 2-Step,Semi-skilled,p2_max_dd,0.126
BG 2-Step,Semi-skilled,post_m12,0.039
BG 2-Step,Semi-skilled,post_m1,0.101
BG 2-Step,Semi-skilled,post_m3,0.051
BG 2-Step,Semi-skilled,p1_time_abandon,0.098
BG 2-Step,Semi-skilled,funded_kyc_drop,0.067
BG 2-Step,Semi-skilled,funded_time_abandon,0.011
BG 2-Step,Semi-skilled,p2_time_abandon,0.045
BG 2-Step,Semi-skilled,funded_max_dd,0.035
BG 2-Step,Semi-skilled,p1_rule_violation,0.01
BG 2-Step,Semi-skilled,funded_rule_violation,0.001
BG 2-Step,Semi-skilled,p1_daily_dd,0.001
BG 2-Step,Semi-skilled,p2_rule_violation,0.002
BG 2-Step,Average,p1_daily_dd,0.037
BG 2-Step,Average,p1_time_abandon,0.141
BG 2-Step,Average,p1_max_dd,0.649
BG 2-Step,Average,p2_max_dd,0.092
BG 2-Step,Average,p1_rule_violation,0.014
BG 2-Step,Average,post_m1,0.01
BG 2-Step,Average,funded_time_abandon,0.001
BG 2-Step,Average,p2_time_abandon,0.018
BG 2-Step,Average,funded_max_dd,0.013
BG 2-Step,Average,funded_kyc_drop,0.001
BG 2-Step,Average,post_m12,0.002
BG 2-Step,Average,p2_daily_dd,0.003
BG 2-Step,Average,p2_rule_violation,0.002
BG 2-Step,Average,post_m3,0.008
BG 2-Step,Aggressive,p1_daily_dd,0.975
BG 2-Step,Aggressive,p1_max_dd,0.011
BG 2-Step,Aggressive,p2_daily_dd,0.011
BG 2-Step,Aggressive,p1_rule_violation,0.002
BG 2-Step,Aggressive,p1_time_abandon,0.001
BG 2-Step,Lottery,p1_daily_dd,0.982
BG 2-Step,Lottery,p1_max_dd,0.016
BG 2-Step,Lottery,p1_rule_violation,0.002
BrightFunded 2-Step,Pro,p1_max_dd,0.07
BrightFunded 2-Step,Pro,post_m1,0.27
BrightFunded 2-Step,Pro,p2_time_abandon,0.031
BrightFunded 2-Step,Pro,post_m3,0.125
BrightFunded 2-Step,Pro,p1_time_abandon,0.047
BrightFunded 2-Step,Pro,funded_kyc_drop,0.101
BrightFunded 2-Step,Pro,p2_max_dd,0.055
BrightFunded 2-Step,Pro,funded_max_dd,0.018
BrightFunded 2-Step,Pro,post_m12,0.071
BrightFunded 2-Step,Pro,p1_rule_violation,0.004
BrightFunded 2-Step,Pro,funded_time_abandon,0.003
BrightFunded 2-Step,Pro,p2_rule_violation,0.001
BrightFunded 2-Step,Semi-skilled,p1_rule_violation,0.009
BrightFunded 2-Step,Semi-skilled,p1_max_dd,0.307
BrightFunded 2-Step,Semi-skilled,post_m1,0.146
BrightFunded 2-Step,Semi-skilled,p1_time_abandon,0.105
BrightFunded 2-Step,Semi-skilled,p2_max_dd,0.121
BrightFunded 2-Step,Semi-skilled,post_m3,0.05
BrightFunded 2-Step,Semi-skilled,post_m12,0.028
BrightFunded 2-Step,Semi-skilled,funded_kyc_drop,0.041
BrightFunded 2-Step,Semi-skilled,funded_max_dd,0.031
BrightFunded 2-Step,Semi-skilled,p2_time_abandon,0.042
BrightFunded 2-Step,Semi-skilled,funded_time_abandon,0.009
BrightFunded 2-Step,Semi-skilled,p2_rule_violation,0.002
BrightFunded 2-Step,Average,p1_time_abandon,0.15
BrightFunded 2-Step,Average,post_m1,0.018
BrightFunded 2-Step,Average,p2_time_abandon,0.02
BrightFunded 2-Step,Average,p1_max_dd,0.657
BrightFunded 2-Step,Average,p2_max_dd,0.101
BrightFunded 2-Step,Average,funded_kyc_drop,0.01
BrightFunded 2-Step,Average,funded_max_dd,0.008
BrightFunded 2-Step,Average,p2_rule_violation,0.002
BrightFunded 2-Step,Average,p1_rule_violation,0.012
BrightFunded 2-Step,Average,p1_daily_dd,0.004
BrightFunded 2-Step,Average,post_m3,0.002
BrightFunded 2-Step,Average,post_m12,0.002
BrightFunded 2-Step,Average,funded_time_abandon,0.001
BrightFunded 2-Step,Aggressive,p1_daily_dd,0.955
BrightFunded 2-Step,Aggressive,p1_time_abandon,0.002
BrightFunded 2-Step,Aggressive,p1_max_dd,0.043
BrightFunded 2-Step,Lottery,p1_daily_dd,0.917
BrightFunded 2-Step,Lottery,p1_max_dd,0.083
Ment 2-Step,Pro,post_m1,0.226
Ment 2-Step,Pro,funded_kyc_drop,0.085
Ment 2-Step,Pro,post_m3,0.087
Ment 2-Step,Pro,post_m12,0.072
Ment 2-Step,Pro,p1_max_dd,0.101
Ment 2-Step,Pro,funded_time_abandon,0.009
Ment 2-Step,Pro,funded_max_dd,0.025
Ment 2-Step,Pro,p2_time_abandon,0.056
Ment 2-Step,Pro,p2_max_dd,0.093
