Product,Profile,Reason,Share
E8 Signature,Semi-skilled,funded_rule_violation,0.001
E8 Signature,Average,p1_daily_dd,0.733
E8 Signature,Average,p1_max_dd,0.156
E8 Signature,Average,post_m1,0.007
E8 Signature,Average,funded_daily_dd,0.043
E8 Signature,Average,funded_max_dd,0.008
E8 Signature,Average,p1_time_abandon,0.035
E8 Signature,Average,funded_kyc_drop,0.007
E8 Signature,Average,post_m3,0.002
E8 Signature,Average,funded_time_abandon,0.003
E8 Signature,Average,p1_rule_violation,0.002
E8 Signature,Aggressive,p1_max_dd,0.259
E8 Signature,Aggressive,p1_daily_dd,0.707
E8 Signature,Aggressive,p1_time_abandon,0.03
E8 Signature,Aggressive,p1_rule_violation,0.004
E8 Signature,Lottery,p1_daily_dd,0.524
E8 Signature,Lottery,p1_max_dd,0.468
E8 Signature,Lottery,p1_time_abandon,0.006
E8 Signature,Lottery,p1_rule_violation,0.002
Alpha Instant,Pro,post_m1,0.251
Alpha Instant,Pro,p1_max_dd,0.278
Alpha Instant,Pro,post_m3,0.089
Alpha Instant,Pro,post_m12,0.064
Alpha Instant,Pro,p1_time_abandon,0.113
Alpha Instant,Pro,p1_rule_violation,0.005
Alpha Instant,Semi-skilled,p1_max_dd,0.484
Alpha Instant,Semi-skilled,p1_time_abandon,0.148
Alpha Instant,Semi-skilled,p1_rule_violation,0.007
Alpha Instant,Semi-skilled,post_m1,0.159
Alpha Instant,Semi-skilled,post_m12,0.032
Alpha Instant,Semi-skilled,post_m3,0.053
Alpha Instant,Semi-skilled,p1_daily_dd,0.001
Alpha Instant,Average,p1_max_dd,0.779
Alpha Instant,Average,p1_time_abandon,0.144
Alpha Instant,Average,post_m1,0.013
Alpha Instant,Average,p1_daily_dd,0.037
Alpha Instant,Average,post_m12,0.004
Alpha Instant,Average,p1_rule_violation,0.009
Alpha Instant,Average,post_m3,0.005
Alpha Instant,Aggressive,p1_daily_dd,0.962
Alpha Instant,Aggressive,p1_max_dd,0.03
Alpha Instant,Aggressive,p1_time_abandon,0.008
Alpha Instant,Lottery,p1_daily_dd,0.8
Alpha Instant,Lottery,p1_max_dd,0.198
Alpha Instant,Lottery,p1_rule_violation,0.002
Alpha One 10%,Pro,post_m1,0.149
Alpha One 10%,Pro,p1_time_abandon,0.164
Alpha One 10%,Pro,p1_max_dd,0.329
Alpha One 10%,Pro,post_m12,0.037
Alpha One 10%,Pro,funded_kyc_drop,0.057
Alpha One 10%,Pro,post_m3,0.059
Alpha One 10%,Pro,funded_max_dd,0.056
Alpha One 10%,Pro,funded_time_abandon,0.019
Alpha One 10%,Pro,p1_rule_violation,0.004
Alpha One 10%,Pro,funded_rule_violation,0.001
Alpha One 10%,Semi-skilled,p1_max_dd,0.56
Alpha One 10%,Semi-skilled,p1_time_abandon,0.164
Alpha One 10%,Semi-skilled,funded_max_dd,0.053
Alpha One 10%,Semi-skilled,funded_rule_violation,0.002
Alpha One 10%,Semi-skilled,funded_kyc_drop,0.028
Alpha One 10%,Semi-skilled,post_m1,0.077
Alpha One 10%,Semi-skilled,post_m3,0.029
Alpha One 10%,Semi-skilled,funded_time_abandon,0.018
Alpha One 10%,Semi-skilled,post_m12,0.013
Alpha One 10%,Semi-skilled,p1_rule_violation,0.005
Alpha One 10%,Average,p1_max_dd,0.757
Alpha One 10%,Average,p1_time_abandon,0.149
Alpha One 10%,Average,post_m1,0.011
Alpha One 10%,Average,funded_max_dd,0.027
Alpha One 10%,Average,p1_daily_dd,0.016
Alpha One 10%,Average,p1_rule_violation,0.012
Alpha One 10%,Average,funded_kyc_drop,0.009
Alpha One 10%,Average,funded_time_abandon,0.005
Alpha One 10%,Average,funded_daily_dd,0.001
Alpha One 10%,Average,post_m12,0.005
Alpha One 10%,Average,post_m3,0.003
Alpha One 10%,Aggressive,p1_daily_dd,0.533
Alpha One 10%,Aggressive,p1_max_dd,0.425
Alpha One 10%,Aggressive,p1_rule_violation,0.004
Alpha One 10%,Aggressive,p1_time_abandon,0.037
Alpha One 10%,Aggressive,funded_max_dd,0.001
Alpha One 10%,Lottery,p1_max_dd,0.813
Alpha One 10%,Lottery,p1_daily_dd,0.186
Alpha One 10%,Lottery,p1_time_abandon,0.001
Alpha Pro 6%,Pro,p1_time_abandon,0.053
Alpha Pro 6%,Pro,post_m3,0.094
Alpha Pro 6%,Pro,funded_kyc_drop,0.1
Alpha Pro 6%,Pro,p1_max_dd,0.125
Alpha Pro 6%,Pro,post_m1,0.228
Alpha Pro 6%,Pro,p2_max_dd,0.095
Alpha Pro 6%,Pro,p1_rule_violation,0.003
Alpha Pro 6%,Pro,post_m12,0.041
Alpha Pro 6%,Pro,p2_time_abandon,0.055
Alpha Pro 6%,Pro,funded_max_dd,0.028
Alpha Pro 6%,Pro,funded_time_abandon,0.011
Alpha Pro 6%,Pro,p2_rule_violation,0.003
Alpha Pro 6%,Pro,funded_rule_violation,0.003
Alpha Pro 6%,Semi-skilled,p1_max_dd,0.345
Alpha Pro 6%,Semi-skilled,p2_time_abandon,0.055
Alpha Pro 6%,Semi-skilled,post_m1,0.099
Alpha Pro 6%,Semi-skilled,p2_max_dd,0.189
Alpha Pro 6%,Semi-skilled,funded_kyc_drop,0.034
Alpha Pro 6%,Semi-skilled,p1_time_abandon,0.105
Alpha Pro 6%,Semi-skilled,post_m12,0.026
Alpha Pro 6%,Semi-skilled,post_m3,0.032
Alpha Pro 6%,Semi-skilled,p1_rule_violation,0.009
Alpha Pro 6%,Semi-skilled,funded_time_abandon,0.01
Alpha Pro 6%,Semi-skilled,funded_max_dd,0.028
Alpha Pro 6%,Semi-skilled,p2_daily_dd,0.002
Alpha Pro 6%,Semi-skilled,p2_rule_violation,0.003
Alpha Pro 6%,Semi-skilled,funded_rule_violation,0.002
Alpha Pro 6%,Average,p1_max_dd,0.589
Alpha Pro 6%,Average,p2_max_dd,0.131
Alpha Pro 6%,Average,p1_time_abandon,0.131
Alpha Pro 6%,Average,post_m3,0.003
Alpha Pro 6%,Average,funded_kyc_drop,0.005
Alpha Pro 6%,Average,p2_time_abandon,0.024
Alpha Pro 6%,Average,p2_daily_dd,0.016
Alpha Pro 6%,Average,p1_daily_dd,0.053
Alpha Pro 6%,Average,post_m12,0.004
Alpha Pro 6%,Average,post_m1,0.007
Alpha Pro 6%,Average,funded_max_dd,0.018
Alpha Pro 6%,Average,p1_rule_violation,0.009
Alpha Pro 6%,Average,funded_time_abandon,0.003
Alpha Pro 6%,Average,funded_daily_dd,0.001
Alpha Pro 6%,Average,p2_rule_violation,0.001
Alpha Pro 6%,Aggressive,p1_daily_dd,0.959
Alpha Pro 6%,Aggressive,p2_daily_dd,0.012
Alpha Pro 6%,Aggressive,p1_max_dd,0.027
Alpha Pro 6%,Aggressive,p1_time_abandon,0.001
Alpha Pro 6%,Aggressive,p1_rule_violation,0.001
Alpha Pro 6%,Lottery,p1_daily_dd,0.772
Alpha Pro 6%,Lottery,p1_max_dd,0.227
Alpha Pro 6%,Lottery,p1_rule_violation,0.001
Alpha Pro 10%,Pro,p1_max_dd,0.09
Alpha Pro 10%,Pro,post_m12,0.072
Alpha Pro 10%,Pro,p1_time_abandon,0.044
Alpha Pro 10%,Pro,p2_max_dd,0.052
Alpha Pro 10%,Pro,post_m3,0.109
Alpha Pro 10%,Pro,post_m1,0.264
Alpha Pro 10%,Pro,funded_kyc_drop,0.095
Alpha Pro 10%,Pro,p2_time_abandon,0.024
Alpha Pro 10%,Pro,p1_rule_violation,0.007
Alpha Pro 10%,Pro,p2_rule_violation,0.003
Alpha Pro 10%,Pro,funded_time_abandon,0.009
Alpha Pro 10%,Pro,funded_max_dd,0.009
Alpha Pro 10%,Semi-skilled,p1_max_dd,0.331
Alpha Pro 10%,Semi-skilled,p1_time_abandon,0.104
Alpha Pro 10%,Semi-skilled,p2_max_dd,0.119
Alpha Pro 10%,Semi-skilled,post_m1,0.124
Alpha Pro 10%,Semi-skilled,funded_kyc_drop,0.054
Alpha Pro 10%,Semi-skilled,post_m3,0.051
Alpha Pro 10%,Semi-skilled,p2_time_abandon,0.047
Alpha Pro 10%,Semi-skilled,funded_max_dd,0.03
Alpha Pro 10%,Semi-skilled,post_m12,0.031
Alpha Pro 10%,Semi-skilled,funded_time_abandon,0.008
Alpha Pro 10%,Semi-skilled,p2_rule_violation,0.005
Alpha Pro 10%,Semi-skilled,funded_rule_violation,0.001
Alpha Pro 10%,Semi-skilled,p1_rule_violation,0.002
Alpha Pro 10%,Average,p1_max_dd,0.736
Alpha Pro 10%,Average,p1_time_abandon,0.128
Alpha Pro 10%,Average,funded_kyc_drop,0.007
Alpha Pro 10%,Average,p2_max_dd,0.072
Alpha Pro 10%,Average,post_m1,0.01
Alpha Pro 10%,Average,p2_time_abandon,0.013
Alpha Pro 10%,Average,p1_rule_violation,0.009
Alpha Pro 10%,Average,funded_time_abandon,0.002
Alpha Pro 10%,Average,funded_max_dd,0.007
Alpha Pro 10%,Average,p1_daily_dd,0.004
Alpha Pro 10%,Average,post_m3,0.005
Alpha Pro 10%,Aggressive,p1_daily_dd,0.967
Alpha Pro 10%,Aggressive,p1_max_dd,0.021
Alpha Pro 10%,Aggressive,p2_daily_dd,0.012
Alpha Pro 10%,Lottery,p1_daily_dd,0.901
Alpha Pro 10%,Lottery,p1_max_dd,0.098
Alpha Pro 10%,Lottery,p1_rule_violation,0.001
Goat Instant,Pro,post_m1,0.325
Goat Instant,Pro,p1_time_abandon,0.1
Goat Instant,Pro,post_m3,0.111
Goat Instant,Pro,p1_max_dd,0.17
Goat Instant,Pro,post_m12,0.088
Goat Instant,Pro,p1_rule_violation,0.004
Goat Instant,Semi-skilled,p1_max_dd,0.419
Goat Instant,Semi-skilled,p1_time_abandon,0.13
Goat Instant,Semi-skilled,post_m3,0.071
Goat Instant,Semi-skilled,post_m12,0.053
Goat Instant,Semi-skilled,post_m1,0.18
Goat Instant,Semi-skilled,p1_rule_violation,0.009
Goat Instant,Average,p1_max_dd,0.733
Goat Instant,Average,p1_time_abandon,0.139
Goat Instant,Average,post_m1,0.031
Goat Instant,Average,p1_daily_dd,0.044
Goat Instant,Average,post_m3,0.013
Goat Instant,Average,p1_rule_violation,0.014
Goat Instant,Average,post_m12,0.008
Goat Instant,Aggressive,p1_max_risk,0.944
Goat Instant,Aggressive,p1_daily_dd,0.055
Goat Instant,Aggressive,p1_rule_violation,0.001
Goat Instant,Lottery,p1_max_risk,0.999
Goat Instant,Lottery,p1_rule_violation,0.001
Goat 2-Step,Pro,post_m1,0.287
Goat 2-Step,Pro,p2_max_dd,0.058
Goat 2-Step,Pro,post_m3,0.107
Goat 2-Step,Pro,funded_kyc_drop,0.086
Goat 2-Step,Pro,p2_time_abandon,0.03
Goat 2-Step,Pro,p1_max_dd,0.061
Goat 2-Step,Pro,post_m12,0.078
Goat 2-Step,Pro,funded_time_abandon,0.007
Goat 2-Step,Pro,p1_time_abandon,0.045
Goat 2-Step,Pro,funded_max_dd,0.016
Goat 2-Step,Pro,p2_rule_violation,0.004
Goat 2-Step,Pro,p1_rule_violation,0.003
Goat 2-Step,Pro,funded_rule_violation,0.001
Goat 2-Step,Semi-skilled,p1_time_abandon,0.107
Goat 2-Step,Semi-skilled,funded_kyc_drop,0.05
Goat 2-Step,Semi-skilled,p1_max_dd,0.264
Goat 2-Step,Semi-skilled,post_m1,0.126
Goat 2-Step,Semi-skilled,p2_max_dd,0.153
Goat 2-Step,Semi-skilled,post_m3,0.059
Goat 2-Step,Semi-skilled,p2_time_abandon,0.043
Goat 2-Step,Semi-skilled,post_m12,0.034
Goat 2-Step,Semi-skilled,p1_rule_violation,0.008
Goat 2-Step,Semi-skilled,funded_max_dd,0.034
Goat 2-Step,Semi-skilled,funded_time_abandon,0.009
Goat 2-Step,Semi-skilled,p2_rule_violation,0.005
Goat 2-Step,Average,p1_max_dd,0.666
Goat 2-Step,Average,p1_time_abandon,0.131
Goat 2-Step,Average,p2_max_dd,0.11
Goat 2-Step,Average,post_m1,0.017
Goat 2-Step,Average,post_m3,0.006
Goat 2-Step,Average,funded_kyc_drop,0.009
Goat 2-Step,Average,p1_rule_violation,0.011
Goat 2-Step,Average,p2_time_abandon,0.015
Goat 2-Step,Average,funded_max_dd,0.012
Goat 2-Step,Average,p1_daily_dd,0.008
Goat 2-Step,Average,p2_daily_dd,0.002
Goat 2-Step,Average,post_m12,0.003
Goat 2-Step,Average,funded_time_abandon,0.001
Goat 2-Step,Average,p2_rule_violation,0.001
Goat 2-Step,Aggressive,p1_daily_dd,0.959
Goat 2-Step,Aggressive,p2_daily_dd,0.007
Goat 2-Step,Aggressive,p1_max_dd,0.03
Goat 2-Step,Aggressive,p2_max_dd,0.002
Goat 2-Step,Aggressive,p1_rule_violation,0.001
Goat 2-Step,Aggressive,funded_daily_dd,0.001
Goat 2-Step,Lottery,p1_daily_dd,0.915
Goat 2-Step,Lottery,p1_max_dd,0.083
Goat 2-Step,Lottery,p1_rule_violation,0.001
Goat 2-Step,Lottery,p2_daily_dd,0.001
Maven 2-Step,Pro,post_m1,0.279
Maven 2-Step,Pro,p1_max_dd,0.091
Maven 2-Step,Pro,funded_max_dd,0.018
Maven 2-Step,Pro,p1_time_abandon,0.038
Maven 2-Step,Pro,post_m3,0.115
Maven 2-Step,Pro,funded_kyc_drop,0.085
Maven 2-Step,Pro,p2_max_dd,0.052
Maven 2-Step,Pro,post_m12,0.071
Maven 2-Step,Pro,p2_rule_violation,0.005
Maven 2-Step,Pro,p2_time_abandon,0.034
Maven 2-Step,Pro,funded_time_abandon,0.011
Maven 2-Step,Semi-skilled,p1_max_dd,0.293
Maven 2-Step,Semi-skilled,p1_time_abandon,0.08
Maven 2-Step,Semi-skilled,p2_max_dd,0.149
Maven 2-Step,Semi-skilled,funded_max_dd,0.029
Maven 2-Step,Semi-skilled,post_m12,0.037
Maven 2-Step,Semi-skilled,post_m1,0.136
Maven 2-Step,Semi-skilled,funded_time_abandon,0.006
Maven 2-Step,Semi-skilled,funded_kyc_drop,0.05
Maven 2-Step,Semi-skilled,p2_time_abandon,0.053
Maven 2-Step,Semi-skilled,post_m3,0.043
Maven 2-Step,Semi-skilled,p1_rule_violation,0.008
Maven 2-Step,Semi-skilled,p2_rule_violation,0.003
Maven 2-Step,Semi-skilled,funded_rule_violation,0.001
Maven 2-Step,Average,p1_max_dd,0.671
Maven 2-Step,Average,p1_time_abandon,0.14
Maven 2-Step,Average,p1_rule_violation,0.009
Maven 2-Step,Average,p2_max_dd,0.092
Maven 2-Step,Average,p1_daily_dd,0.005
Maven 2-Step,Average,post_m3,0.004
Maven 2-Step,Average,post_m12,0.004
Maven 2-Step,Average,p2_time_abandon,0.025
Maven 2-Step,Average,funded_kyc_drop,0.006
Maven 2-Step,Average,funded_time_abandon,0.002
Maven 2-Step,Average,funded_max_dd,0.015
Maven 2-Step,Average,post_m1,0.015
Maven 2-Step,Average,p2_rule_violation,0.002
Maven 2-Step,Aggressive,p1_daily_dd,0.963
Maven 2-Step,Aggressive,p1_max_dd,0.022
Maven 2-Step,Aggressive,p1_time_abandon,0.002
Maven 2-Step,Aggressive,p2_daily_dd,0.01
Maven 2-Step,Aggressive,p2_max_dd,0.001
Maven 2-Step,Aggressive,p1_rule_violation,0.002
Maven 2-Step,Lottery,p1_daily_dd,0.924
Maven 2-Step,Lottery,p1_max_dd,0.075
Maven 2-Step,Lottery,p2_daily_dd,0.001
Maven 3-Step,Pro,post_m1,0.144
Maven 3-Step,Pro,p3_max_dd,0.083
Maven 3-Step,Pro,funded_time_abandon,0.01
Maven 3-Step,Pro,p2_time_abandon,0.054
Maven 3-Step,Pro,post_m3,0.06
Maven 3-Step,Pro,funded_max_dd,0.023
Maven 3-Step,Pro,p3_time_abandon,0.047
Maven 3-Step,Pro,p1_max_dd,0.153
Maven 3-Step,Pro,post_m12,0.027
Maven 3-Step,Pro,p1_time_abandon,0.088
Maven 3-Step,Pro,p2_rule_violation,0.004
Maven 3-Step,Pro,p2_max_dd,0.125
Maven 3-Step,Pro,funded_kyc_drop,0.046
Maven 3-Step,Pro,p3_rule_violation,0.004
Maven 3-Step,Pro,p1_rule_violation,0.004
Maven 3-Step,Semi-skilled,p1_max_dd,0.336
Maven 3-Step,Semi-skilled,p2_time_abandon,0.062
Maven 3-Step,Semi-skilled,p2_max_dd,0.192
Maven 3-Step,Semi-skilled,p1_time_abandon,0.112
Maven 3-Step,Semi-skilled,p2_rule_violation,0.008
Maven 3-Step,Semi-skilled,post_m1,0.048
Maven 3-Step,Semi-skilled,p3_time_abandon,0.022
Maven 3-Step,Semi-skilled,p3_max_dd,0.105
Maven 3-Step,Semi-skilled,post_m12,0.014
Maven 3-Step,Semi-skilled,post_m3,0.019
Maven 3-Step,Semi-skilled,funded_kyc_drop,0.021
Maven 3-Step,Semi-skilled,funded_max_dd,0.02
Maven 3-Step,Semi-skilled,p1_rule_violation,0.005
Maven 3-Step,Semi-skilled,funded_rule_violation,0.001
Maven 3-Step,Semi-skilled,funded_time_abandon,0.004
Maven 3-Step,Semi-skilled,p3_rule_violation,0.002
Maven 3-Step,Average,p2_max_dd,0.155
Maven 3-Step,Average,p1_max_dd,0.604
Maven 3-Step,Average,p3_max_dd,0.04
Maven 3-Step,Average,p1_time_abandon,0.122
Maven 3-Step,Average,p1_rule_violation,0.012
Maven 3-Step,Average,post_m3,0.001
Maven 3-Step,Average,p2_time_abandon,0.036
Maven 3-Step,Average,p1_daily_dd,0.008
Maven 3-Step,Average,p3_rule_violation,0.001
Maven 3-Step,Average,p2_rule_violation,0.004
Maven 3-Step,Average,p3_time_abandon,0.006
Maven 3-Step,Average,funded_max_dd,0.003
Maven 3-Step,Average,funded_time_abandon,0.002
Maven 3-Step,Average,funded_kyc_drop,0.001
Maven 3-Step,Average,post_m1,0.001
Maven 3-Step,Aggressive,p1_daily_dd,0.754
Maven 3-Step,Aggressive,p1_max_dd,0.184
Maven 3-Step,Aggressive,p2_max_dd,0.01
Maven 3-Step,Aggressive,p2_daily_dd,0.025
Maven 3-Step,Aggressive,p1_time_abandon,0.025
Maven 3-Step,Aggressive,p1_rule_violation,0.001
Maven 3-Step,Aggressive,p3_daily_dd,0.001
Maven 3-Step,Lottery,p1_max_dd,0.547
Maven 3-Step,Lottery,p1_daily_dd,0.447
Maven 3-Step,Lottery,p1_time_abandon,0.001
Maven 3-Step,Lottery,p1_rule_violation,0.002
Maven 3-Step,Lottery,p2_max_dd,0.001
Maven 3-Step,Lottery,p2_daily_dd,0.002
Hola Direct,Pro,p1_max_dd,0.118
Hola Direct,Pro,post_m12,0.08
Hola Direct,Pro,post_m1,0.336
Hola Direct,Pro,post_m3,0.124
Hola Direct,Pro,p1_time_abandon,0.067
Hola Direct,Pro,p1_rule_violation,0.004
Hola Direct,Semi-skilled,p1_max_dd,0.28
Hola Direct,Semi-skilled,post_m1,0.212
Hola Direct,Semi-skilled,p1_rule_violation,0.007
Hola Direct,Semi-skilled,p1_time_abandon,0.095
Hola Direct,Semi-skilled,post_m3,0.097
Hola Direct,Semi-skilled,post_m12,0.081
Hola Direct,Semi-skilled,p1_daily_dd,0.001
Hola Direct,Average,p1_max_dd,0.631
Hola Direct,Average,p1_daily_dd,0.058
Hola Direct,Average,p1_time_abandon,0.126
Hola Direct,Average,post_m1,0.069
Hola Direct,Average,post_m3,0.021
Hola Direct,Average,p1_rule_violation,0.011
Hola Direct,Average,post_m12,0.013
Hola Direct,Aggressive,p1_daily_dd,0.876
Hola Direct,Aggressive,p1_max_dd,0.121
Hola Direct,Aggressive,p1_time_abandon,0.002
Hola Direct,Aggressive,p1_rule_violation,0.001
Hola Direct,Lottery,p1_daily_dd,0.555
Hola Direct,Lottery,p1_max_dd,0.443
Hola Direct,Lottery,p1_time_abandon,0.002
Hola 1-Step Prime,Pro,post_m1,0.267
Hola 1-Step Prime,Pro,funded_kyc_drop,0.114
Hola 1-Step Prime,Pro,p1_time_abandon,0.077
Hola 1-Step Prime,Pro,p1_max_dd,0.138
Hola 1-Step Prime,Pro,post_m3,0.087
Hola 1-Step Prime,Pro,funded_time_abandon,0.017
Hola 1-Step Prime,Pro,post_m12,0.049
Hola 1-Step Prime,Pro,p1_rule_violation,0.004
Hola 1-Step Prime,Pro,funded_max_dd,0.035
Hola 1-Step Prime,Pro,funded_rule_violation,0.001
Hola 1-Step Prime,Semi-skilled,p1_time_abandon,0.141
Hola 1-Step Prime,Semi-skilled,p1_max_dd,0.383
Hola 1-Step Prime,Semi-skilled,funded_kyc_drop,0.057
Hola 1-Step Prime,Semi-skilled,funded_time_abandon,0.013
Hola 1-Step Prime,Semi-skilled,post_m3,0.067
Hola 1-Step Prime,Semi-skilled,post_m1,0.141
Hola 1-Step Prime,Semi-skilled,funded_max_dd,0.047
Hola 1-Step Prime,Semi-skilled,p1_rule_violation,0.011
Hola 1-Step Prime,Semi-skilled,p1_daily_dd,0.008
Hola 1-Step Prime,Semi-skilled,post_m12,0.027
Hola 1-Step Prime,Semi-skilled,funded_daily_dd,0.001
Hola 1-Step Prime,Average,p1_max_dd,0.653
Hola 1-Step Prime,Average,funded_kyc_drop,0.013
Hola 1-Step Prime,Average,p1_time_abandon,0.139
Hola 1-Step Prime,Average,post_m12,0.007
Hola 1-Step Prime,Average,post_m3,0.006
Hola 1-Step Prime,Average,p1_daily_dd,0.097
Hola 1-Step Prime,Average,funded_max_dd,0.028
Hola 1-Step Prime,Average,p1_rule_violation,0.009
Hola 1-Step Prime,Average,funded_time_abandon,0.004
Hola 1-Step Prime,Average,post_m1,0.025
Hola 1-Step Prime,Aggressive,p1_daily_dd,0.946
Hola 1-Step Prime,Aggressive,p1_max_dd,0.043
Hola 1-Step Prime,Aggressive,funded_kyc_drop,0.003
Hola 1-Step Prime,Aggressive,funded_daily_dd,0.007
Hola 1-Step Prime,Aggressive,p1_rule_violation,0.001
Hola 1-Step Prime,Lottery,p1_daily_dd,0.742
Hola 1-Step Prime,Lottery,p1_max_dd,0.255
Hola 1-Step Prime,Lottery,funded_daily_dd,0.002
Hola 1-Step Prime,Lottery,funded_kyc_drop,0.001
Hola 2-Step Prime,Pro,p1_max_dd,0.079
Hola 2-Step Prime,Pro,post_m1,0.263
Hola 2-Step Prime,Pro,funded_kyc_drop,0.096
Hola 2-Step Prime,Pro,p2_max_dd,0.045
Hola 2-Step Prime,Pro,p1_time_abandon,0.045
Hola 2-Step Prime,Pro,p2_time_abandon,0.026
Hola 2-Step Prime,Pro,post_m12,0.073
Hola 2-Step Prime,Pro,funded_max_dd,0.014
Hola 2-Step Prime,Pro,funded_time_abandon,0.003
Hola 2-Step Prime,Pro,post_m3,0.118
Hola 2-Step Prime,Pro,p1_rule_violation,0.005
Hola 2-Step Prime,Pro,p2_rule_violation,0.002
Hola 2-Step Prime,Semi-skilled,post_m12,0.033
Hola 2-Step Prime,Semi-skilled,p1_max_dd,0.319
Hola 2-Step Prime,Semi-skilled,p2_time_abandon,0.043
Hola 2-Step Prime,Semi-skilled,funded_max_dd,0.032
Hola 2-Step Prime,Semi-skilled,post_m1,0.115
Hola 2-Step Prime,Semi-skilled,p1_rule_violation,0.014
Hola 2-Step Prime,Semi-skilled,p1_time_abandon,0.119
Hola 2-Step Prime,Semi-skilled,p2_max_dd,0.112
Hola 2-Step Prime,Semi-skilled,funded_kyc_drop,0.045
Hola 2-Step Prime,Semi-skilled,post_m3,0.044
Hola 2-Step Prime,Semi-skilled,funded_time_abandon,0.009
Hola 2-Step Prime,Semi-skilled,p2_rule_violation,0.001
Hola 2-Step Prime,Semi-skilled,funded_rule_violation,0.001
Hola 2-Step Prime,Average,p1_max_dd,0.689
Hola 2-Step Prime,Average,p1_time_abandon,0.135
Hola 2-Step Prime,Average,p2_max_dd,0.089
Hola 2-Step Prime,Average,p1_rule_violation,0.01
Hola 2-Step Prime,Average,funded_max_dd,0.015
Hola 2-Step Prime,Average,post_m12,0.003
Hola 2-Step Prime,Average,post_m3,0.005
Hola 2-Step Prime,Average,p2_time_abandon,0.016
Hola 2-Step Prime,Average,funded_kyc_drop,0.01
Hola 2-Step Prime,Average,post_m1,0.013
Hola 2-Step Prime,Average,p1_daily_dd,0.003
Hola 2-Step Prime,Average,funded_time_abandon,0.001
Hola 2-Step Prime,Aggressive,p1_daily_dd,0.958
Hola 2-Step Prime,Aggressive,p1_max_dd,0.027
Hola 2-Step Prime,Aggressive,p2_daily_dd,0.01
Hola 2-Step Prime,Aggressive,p1_rule_violation,0.003
Hola 2-Step Prime,Aggressive,p2_max_dd,0.002
Hola 2-Step Prime,Lottery,p1_daily_dd,0.912
Hola 2-Step Prime,Lottery,p1_max_dd,0.085
Hola 2-Step Prime,Lottery,p1_rule_violation,0.002
Hola 2-Step Prime,Lottery,p2_daily_dd,0.001
FXIFY 2-Step,Pro,post_m1,0.213
FXIFY 2-Step,Pro,funded_kyc_drop,0.069
FXIFY 2-Step,Pro,p2_time_abandon,0.038
FXIFY 2-Step,Pro,p1_time_abandon,0.089
FXIFY 2-Step,Pro,p2_max_dd,0.082
FXIFY 2-Step,Pro,post_m3,0.083
FXIFY 2-Step,Pro,post_m12,0.053
FXIFY 2-Step,Pro,p1_max_dd,0.165
FXIFY 2-Step,Pro,funded_time_abandon,0.007
FXIFY 2-Step,Pro,funded_max_dd,0.011
FXIFY 2-Step,Pro,p2_rule_violation,0.002
FXIFY 2-Step,Pro,p1_rule_violation,0.01
FXIFY 2-Step,Semi-skilled,p2_max_dd,0.124
FXIFY 2-Step,Semi-skilled,funded_kyc_drop,0.036
FXIFY 2-Step,Semi-skilled,p1_max_dd,0.407
FXIFY 2-Step,Semi-skilled,post_m1,0.081
FXIFY 2-Step,Semi-skilled,p1_time_abandon,0.143
FXIFY 2-Step,Semi-skilled,p2_time_abandon,0.039
FXIFY 2-Step,Semi-skilled,funded_max_dd,0.012
FXIFY 2-Step,Semi-skilled,p1_rule_violation,0.012
FXIFY 2-Step,Semi-skilled,p2_rule_violation,0.005
FXIFY 2-Step,Semi-skilled,post_m12,0.014
FXIFY 2-Step,Semi-skilled,post_m3,0.045
FXIFY 2-Step,Semi-skilled,funded_time_abandon,0.003
FXIFY 2-Step,Average,p1_max_dd,0.707
FXIFY 2-Step,Average,p1_time_abandon,0.157
FXIFY 2-Step,Average,p1_rule_violation,0.01
FXIFY 2-Step,Average,p2_rule_violation,0.002
FXIFY 2-Step,Average,funded_time_abandon,0.004
FXIFY 2-Step,Average,p2_time_abandon,0.016
FXIFY 2-Step,Average,p2_max_dd,0.051
FXIFY 2-Step,Average,p1_daily_dd,0.021
FXIFY 2-Step,Average,p2_daily_dd,0.004
FXIFY 2-Step,Average,funded_kyc_drop,0.006
FXIFY 2-Step,Average,funded_max_dd,0.007
FXIFY 2-Step,Average,post_m3,0.004
FXIFY 2-Step,Average,post_m1,0.005
FXIFY 2-Step,Average,post_m12,0.001
FXIFY 2-Step,Aggressive,p1_daily_dd,0.901
FXIFY 2-Step,Aggressive,p1_max_dd,0.083
FXIFY 2-Step,Aggressive,p2_daily_dd,0.014
FXIFY 2-Step,Aggressive,p2_max_dd,0.001
FXIFY 2-Step,Aggressive,p1_time_abandon,0.001
FXIFY 2-Step,Lottery,p1_daily_dd,0.745
FXIFY 2-Step,Lottery,p1_max_dd,0.226
FXIFY 2-Step,Lottery,p2_daily_dd,0.024
FXIFY 2-Step,Lottery,p1_time_abandon,0.001
FXIFY 2-Step,Lottery,p2_max_dd,0.003
FXIFY 2-Step,Lottery,p1_rule_violation,0.001
FXIFY Instant Lite,Pro,p1_time_abandon,0.146
FXIFY Instant Lite,Pro,post_m12,0.061
FXIFY Instant Lite,Pro,post_m1,0.261
FXIFY Instant Lite,Pro,p1_max_dd,0.238
FXIFY Instant Lite,Pro,post_m3,0.09
