Firm,Plan,Family,Size,List,Sale,Discount,Off,P_pay,E_payout,E_cost,BE,px_20,px_40,px_60,sale_m,list_m,Refund,Product
Fintokei,SwiftTrader,1-step,5000,44.0,35.0,20% OFF listed,0.20454545454545459,0.12509,7.4064202120569265,11.784570212056927,8.46535096416423,10.581688705205288,14.10891827360705,21.163377410410575,0.6632979939412307,0.7065822679077971,first,Fintokei SwiftTrader
Fintokei,SwiftTrader,1-step,10000,89.0,71.0,20% OFF listed,0.202247191011236,0.12509,14.812840424113853,23.694230424113854,16.93070192832846,21.163377410410575,28.2178365472141,42.32675482082115,0.6662784447307908,0.7084735907402937,first,Fintokei SwiftTrader
Fintokei,SwiftTrader,1-step,25000,179.0,143.0,20% OFF listed,0.2011173184357542,0.12509,37.03210106028463,54.91997106028463,42.32675482082115,52.90844352602644,70.54459136803526,105.81688705205288,0.6159442583196878,0.6680267538531585,first,Fintokei SwiftTrader
Fintokei,SwiftTrader,1-step,50000,289.0,231.0,20% OFF listed,0.20069204152249132,0.12509,74.06420212056926,102.95999212056927,84.6535096416423,105.81688705205288,141.0891827360705,211.63377410410575,0.554285748395804,0.618632484011871,first,Fintokei SwiftTrader
Fintokei,SwiftTrader,1-step,100000,499.0,399.0,20% OFF listed,0.2004008016032064,0.12509,148.12840424113853,198.03931424113853,169.3070192832846,211.63377410410575,282.178365472141,423.2675482082115,0.5036608665635626,0.5780594904987204,first,Fintokei SwiftTrader
For Traders,2-Step,2-step,5000,49.0,39.0,~20% typical,0.20408163265306123,0.10351,6.114635503438628,10.151525503438629,6.820639944046926,8.525799930058657,11.367733240078211,17.051599860117314,0.7397044742708044,0.7717015203379872,first,ForTraders 2-Step
For Traders,2-Step,2-step,10000,89.0,71.0,~20% typical,0.202247191011236,0.10351,12.229271006877257,19.578481006877258,13.641279888093852,17.051599860117314,22.735466480156422,34.10319972023463,0.7242467463820105,0.7590824605968848,first,ForTraders 2-Step
For Traders,2-Step,2-step,25000,179.0,143.0,~20% typical,0.2011173184357542,0.10351,30.57317751719314,45.37510751719314,34.10319972023463,42.62899965029328,56.838666200391046,85.25799930058656,0.6826915558238241,0.7256901256022729,first,ForTraders 2-Step
For Traders,2-Step,2-step,50000,289.0,231.0,~20% typical,0.20069204152249132,0.10351,61.14635503438628,85.05716503438629,68.20639944046926,85.25799930058656,113.67733240078209,170.51599860117312,0.6317871643533061,0.6849109168360336,first,ForTraders 2-Step
For Traders,2-Step,2-step,100000,489.0,391.0,~20% typical,0.20040899795501022,0.10351,122.29271006877256,162.76512006877257,136.4127988809385,170.51599860117312,227.35466480156418,341.03199720234625,0.5837209205402236,0.6464026583460684,first,ForTraders 2-Step
