Size,Access_sale,E_access,E_funded_fee,E_revenue,E_payout,Leftover,prints,m
5000,7.0,8.684000000000001,6.727857142857143,15.411857142857142,4.5586577918611395,10.853199350996004,True,0.7042110013345201
10000,14.0,17.368000000000002,13.455714285714286,30.823714285714285,9.117315583722279,21.706398701992008,True,0.7042110013345201
25000,37.0,45.901142857142865,33.63928571428572,79.54042857142858,22.793288959305695,56.74713961212288,True,0.7134376898807258
50000,56.0,69.47200000000001,67.27857142857144,136.75057142857145,45.58657791861139,91.16399350996005,True,0.6666443332383257
100000,74.0,91.80228571428573,134.55714285714288,226.3594285714286,91.17315583722278,135.18627273420583,True,0.5972195352646743
200000,149.0,184.8451428571429,269.11428571428576,453.9594285714286,182.34631167444556,271.613116896983,True,0.5983202458240072
