Plan,Size,N,Addon,Key,Live_pct,Sug_pct,List,Sale,Sticker,Net,Attach,Extra,Left,E_left,E_rev,Book_left,Book_rev,Sug_sticker,Sug_left,Sug_e_left,Sug_book_left,Challenge_left,E_used
2-Step Lite,10000,18,Weekend holding,weekend,0.18,0.18,85,55,15,9.75,0.12,0.5440338663292517,7.255966133670749,0.8707159360404898,1.17,15.672886848728817,21.06,15,7.255966133670749,0.8707159360404898,15.672886848728817,3.6210678947878847,13.60084665823129
2-Step Lite,10000,18,Weekly 70% split,weekly,0.06,0.06,85,55,5,3.25,0.07,0.6800423329115646,1.9199576670884355,0.1343970366961905,0.22750000000000004,2.4191466605314287,4.095000000000001,5,1.9199576670884355,0.1343970366961905,2.4191466605314287,3.6210678947878847,13.60084665823129
2-Step Lite,10000,18,On-demand 90% split,ondemand,0.2,0.2,85,55,17,11.05,0.08,1.7001058322789113,7.13989416772109,0.5711915334176872,0.8840000000000001,10.281447601518371,15.912000000000003,17,7.13989416772109,0.5711915334176872,10.281447601518371,3.6210678947878847,13.60084665823129
2-Step Lite,25000,22,News trading,news,0.15,0.15,145,94,22,14.3,0.16,0.6800423329115646,10.759957667088436,1.7215932267341498,2.2880000000000003,37.875050988151294,50.336000000000006,22,10.759957667088436,1.7215932267341498,37.875050988151294,7.979072893344906,34.002116645578226
2-Step Lite,25000,22,Weekend holding,weekend,0.18,0.18,145,94,26,16.900000000000002,0.12,1.3600846658231291,12.159915334176874,1.4591898401012249,2.028,32.102176482226945,44.616,26,12.159915334176874,1.4591898401012249,32.102176482226945,7.979072893344906,34.002116645578226
2-Step Lite,25000,22,Weekly 70% split,weekly,0.06,0.06,145,94,9,5.8500000000000005,0.07,1.7001058322789113,2.9798941677210893,0.20859259174047626,0.4095000000000001,4.589037018290478,9.009000000000002,9,2.9798941677210893,0.20859259174047626,4.589037018290478,7.979072893344906,34.002116645578226
2-Step Lite,25000,22,On-demand 90% split,ondemand,0.2,0.2,145,94,29,18.85,0.08,4.250264580697278,10.829735419302724,0.8663788335442179,1.5080000000000002,19.060334337972794,33.176,29,10.829735419302724,0.8663788335442179,19.060334337972794,7.979072893344906,34.002116645578226
2-Step Lite,50000,16,News trading,news,0.15,0.15,229,149,34,22.1,0.16,1.3600846658231291,16.319915334176873,2.6111864534683,3.5360000000000005,41.7789832554928,56.57600000000001,34,16.319915334176873,2.6111864534683,41.7789832554928,7.242414557606608,68.00423329115645
2-Step Lite,50000,16,Weekend holding,weekend,0.18,0.18,229,149,41,26.650000000000002,0.12,2.7201693316462583,18.599830668353746,2.2319796802024494,3.198,35.71167488323919,51.168,41,18.599830668353746,2.2319796802024494,35.71167488323919,7.242414557606608,68.00423329115645
2-Step Lite,50000,16,Weekly 70% split,weekly,0.06,0.06,229,149,14,9.1,0.07,3.4002116645578226,3.8797883354421776,0.27158518348095245,0.637,4.345362935695239,10.192,14,3.8797883354421776,0.27158518348095245,4.345362935695239,7.242414557606608,68.00423329115645
2-Step Lite,50000,16,On-demand 90% split,ondemand,0.2,0.2,229,149,46,29.900000000000002,0.08,8.500529161394557,15.419470838605445,1.2335576670884356,2.3920000000000003,19.73692267341497,38.272000000000006,46,15.419470838605445,1.2335576670884356,19.73692267341497,7.242414557606608,68.00423329115645
2-Step Lite,100000,12,News trading,news,0.15,0.15,414,269,62,40.300000000000004,0.16,2.7201693316462583,29.519830668353745,4.7231729069365995,6.448,56.67807488323919,77.376,62,29.519830668353745,4.7231729069365995,56.67807488323919,13.769097886130027,136.0084665823129
2-Step Lite,100000,12,Weekend holding,weekend,0.18,0.18,414,269,75,48.75,0.12,5.440338663292517,33.559661336707485,4.027159360404898,5.85,48.32591232485878,70.19999999999999,75,33.559661336707485,4.027159360404898,48.32591232485878,13.769097886130027,136.0084665823129
2-Step Lite,100000,12,Weekly 70% split,weekly,0.06,0.06,414,269,25,16.25,0.07,6.800423329115645,6.199576670884355,0.4339703669619049,1.1375000000000002,5.207644403542859,13.650000000000002,25,6.199576670884355,0.4339703669619049,5.207644403542859,13.769097886130027,136.0084665823129
2-Step Lite,100000,12,On-demand 90% split,ondemand,0.2,0.2,414,269,83,53.95,0.08,17.001058322789113,26.15894167721089,2.092715334176871,4.316000000000001,25.112584010122454,51.79200000000001,83,26.15894167721089,2.092715334176871,25.112584010122454,13.769097886130027,136.0084665823129
2-Step Lite,200000,4,News trading,news,0.15,0.15,768,499,115,74.75,0.16,5.440338663292517,54.35966133670749,8.697545813873198,11.96,34.79018325549279,47.84,115,54.35966133670749,8.697545813873198,34.79018325549279,18.822464543176864,272.0169331646258
2-Step Lite,200000,4,Weekend holding,weekend,0.18,0.18,768,499,138,89.7,0.12,10.880677326585033,60.879322673414975,7.305518720809797,10.764,29.222074883239188,43.056,138,60.879322673414975,7.305518720809797,29.222074883239188,18.822464543176864,272.0169331646258
2-Step Lite,200000,4,Weekly 70% split,weekly,0.06,0.06,768,499,46,29.900000000000002,0.07,13.60084665823129,10.319153341768711,0.7223407339238098,2.0930000000000004,2.8893629356952393,8.372000000000002,46,10.319153341768711,0.7223407339238098,2.8893629356952393,18.822464543176864,272.0169331646258
2-Step Lite,200000,4,On-demand 90% split,ondemand,0.2,0.2,768,499,154,100.10000000000001,0.08,34.002116645578226,46.077883354421786,3.686230668353743,8.008000000000001,14.744922673414973,32.032000000000004,154,46.077883354421786,3.686230668353743,14.744922673414973,18.822464543176864,272.0169331646258
2-Step Pro,5000,6,News trading,news,0.15,0.15,69,45,10,6.5,0.28,0.1325423474223783,5.067457652577622,1.4188881427217344,1.8200000000000003,8.513328856330407,10.920000000000002,10,5.067457652577622,1.4188881427217344,8.513328856330407,5.612847612342026,6.627117371118915
2-Step Pro,5000,6,Weekend holding,weekend,0.18,0.18,69,45,12,7.800000000000001,0.2,0.2650846948447566,5.974915305155244,1.194983061031049,1.5600000000000003,7.169898366186294,9.360000000000001,12,5.974915305155244,1.194983061031049,7.169898366186294,5.612847612342026,6.627117371118915
